City,Latitude,Longitude,Date,Year,Month,Month_Name,Climate_Type,Elevation_m,Rainfall_mm,Temperature_C,Humidity_pct,SPI_1M,SPI_3M,SPI_6M,SPI_12M,SPI_1M_Class,SPI_3M_Class,SPI_6M_Class,SPI_12M_Class,Year_Month,Drought_Intensity,Wetness_Intensity,Date_String
Berlin,52.52,13.405,2023-07-01,2023,7,July,Oceanic,34,53.52,-0.2,48,-0.3130479496309466,-1.1895425581233066,-2.09877262628103,-0.9801599270580759,Near Normal,Moderately Dry,Extremely Dry,Slightly Dry,2023-07,0.3130479496309466,0.0,2023-07-01
Berlin,52.52,13.405,2023-08-01,2023,8,August,Oceanic,34,167.1,24.4,31,1.0249669098962513,0.5190726275482164,-1.033251610869641,-0.41464767085606546,Moderately Wet,Slightly Wet,Moderately Dry,Near Normal,2023-08,0.0,1.0249669098962513,2023-08-01
Berlin,52.52,13.405,2023-09-01,2023,9,September,Oceanic,34,2.94,16.3,39,-2.331673962608281,-0.586590828593103,-1.6944036244246115,-1.1054532723803763,Extremely Dry,Slightly Dry,Severely Dry,Moderately Dry,2023-09,2.331673962608281,0.0,2023-09-01
Berlin,52.52,13.405,2023-10-01,2023,10,October,Oceanic,34,75.82,6.5,79,0.0447221734128381,-0.3154824590593844,-1.0901390772196695,-1.1238521977649367,Near Normal,Near Normal,Moderately Dry,Moderately Dry,2023-10,0.0,0.0447221734128381,2023-10-01
Berlin,52.52,13.405,2023-11-01,2023,11,November,Oceanic,34,67.47,14.7,41,-0.07943798647763431,-1.7030701057951525,-0.7015927179503445,-1.5676687616954283,Near Normal,Severely Dry,Slightly Dry,Severely Dry,2023-11,0.07943798647763431,0.0,2023-11-01
Berlin,52.52,13.405,2023-12-01,2023,12,December,Oceanic,34,3.87,7.0,99,-2.187098572885233,-1.6874327722514229,-1.5949686382793182,-1.7895373541848636,Extremely Dry,Severely Dry,Severely Dry,Severely Dry,2023-12,2.187098572885233,0.0,2023-12-01
Cologne,50.9375,6.9603,2015-01-01,2015,1,January,Oceanic,37,0.0,4.0,40,-2.355084009493372,,,,Extremely Dry,No Data,No Data,No Data,2015-01,2.355084009493372,0.0,2015-01-01
Cologne,50.9375,6.9603,2015-02-01,2015,2,February,Oceanic,37,83.31,4.0,67,-0.07691159260853934,,,,Near Normal,No Data,No Data,No Data,2015-02,0.07691159260853934,0.0,2015-02-01
Cologne,50.9375,6.9603,2015-03-01,2015,3,March,Oceanic,37,104.5,27.7,64,0.20593559504769857,-1.6337298987195894,,,Near Normal,Severely Dry,No Data,No Data,2015-03,0.0,0.20593559504769857,2015-03-01
Cologne,50.9375,6.9603,2015-04-01,2015,4,April,Oceanic,37,10.93,32.2,43,-1.8344773833830792,-1.471157656781726,,,Severely Dry,Moderately Dry,No Data,No Data,2015-04,1.8344773833830792,0.0,2015-04-01
Cologne,50.9375,6.9603,2015-05-01,2015,5,May,Oceanic,37,194.62,-1.2,43,1.1065457548065956,-0.08780638105453334,,,Moderately Wet,Near Normal,No Data,No Data,2015-05,0.0,1.1065457548065956,2015-05-01
Cologne,50.9375,6.9603,2015-06-01,2015,6,June,Oceanic,37,45.23,13.0,39,-0.7420797182198632,-0.7721256164199878,-1.9760787915280498,,Slightly Dry,Slightly Dry,Severely Dry,No Data,2015-06,0.7420797182198632,0.0,2015-06-01
Cologne,50.9375,6.9603,2015-07-01,2015,7,July,Oceanic,37,60.84,8.5,41,-0.4356693156296632,-0.18962578456307033,-1.355962725286838,,Near Normal,Near Normal,Moderately Dry,No Data,2015-07,0.4356693156296632,0.0,2015-07-01
Cologne,50.9375,6.9603,2015-08-01,2015,8,August,Oceanic,37,60.79,29.8,67,-0.43656028652118517,-1.9648540396593068,-1.5791252212554672,,Near Normal,Severely Dry,Severely Dry,No Data,2015-08,0.43656028652118517,0.0,2015-08-01
Cologne,50.9375,6.9603,2015-09-01,2015,9,September,Oceanic,37,46.08,-1.7,63,-0.7236907423553033,-1.9508668858565088,-2.1939198516703406,,Slightly Dry,Severely Dry,Extremely Dry,No Data,2015-09,0.7236907423553033,0.0,2015-09-01
Cologne,50.9375,6.9603,2015-10-01,2015,10,October,Oceanic,37,0.29,3.4,70,-2.3535398473959024,-3.1088054918170993,-2.3121774240914226,,Extremely Dry,Extremely Dry,Extremely Dry,No Data,2015-10,2.3535398473959024,0.0,2015-10-01
Cologne,50.9375,6.9603,2015-11-01,2015,11,November,Oceanic,37,145.87,25.1,39,0.66421867192843,-1.5670637587281255,-2.8832997489719476,,Slightly Wet,Severely Dry,Extremely Dry,No Data,2015-11,0.0,0.66421867192843,2015-11-01
Cologne,50.9375,6.9603,2015-12-01,2015,12,December,Oceanic,37,193.37,-2.9,46,1.0961445965016494,0.22003202021205437,-1.280176331443696,-2.8257257396392226,Moderately Wet,Near Normal,Moderately Dry,Extremely Dry,2015-12,0.0,1.0961445965016494,2015-12-01
Cologne,50.9375,6.9603,2016-01-01,2016,1,January,Oceanic,37,44.86,14.7,46,-0.7501573185386416,0.6533810202603775,-1.4361129814476297,-2.454678911549793,Slightly Dry,Slightly Wet,Moderately Dry,Extremely Dry,2016-01,0.7501573185386416,0.0,2016-01-01
Cologne,50.9375,6.9603,2016-02-01,2016,2,February,Oceanic,37,132.61,12.7,96,0.5277840839108935,0.5280945092948396,-0.7601739223283968,-2.0599176830734476,Slightly Wet,Slightly Wet,Slightly Dry,Extremely Dry,2016-02,0.0,0.5277840839108935,2016-02-01
Cologne,50.9375,6.9603,2016-03-01,2016,3,March,Oceanic,37,148.38,8.4,91,0.6891320988259443,0.07949678478587895,0.10862828485303323,-1.7191332340782055,Slightly Wet,Near Normal,Near Normal,Severely Dry,2016-03,0.0,0.6891320988259443,2016-03-01
Cologne,50.9375,6.9603,2016-04-01,2016,4,April,Oceanic,37,169.69,10.8,30,0.8904936084655004,1.2429808688242165,1.36963053525526,-0.5589287200995056,Slightly Wet,Moderately Wet,Moderately Wet,Slightly Dry,2016-04,0.0,0.8904936084655004,2016-04-01
Cologne,50.9375,6.9603,2016-05-01,2016,5,May,Oceanic,37,84.53,16.2,41,-0.059403605587832004,0.8235110670041477,0.9343867579470561,-1.3519202041304128,Near Normal,Slightly Wet,Slightly Wet,Moderately Dry,2016-05,0.059403605587832004,0.0,2016-05-01
Cologne,50.9375,6.9603,2016-06-01,2016,6,June,Oceanic,37,60.59,1.5,33,-0.440129130277789,-0.03681522572433851,-0.0926234519123741,-1.2382496315379652,Near Normal,Near Normal,Near Normal,Moderately Dry,2016-06,0.440129130277789,0.0,2016-06-01
Cologne,50.9375,6.9603,2016-07-01,2016,7,July,Oceanic,37,65.06,17.9,71,-0.362187901997608,-1.3075262444360418,0.0722069966511431,-1.2071998002355888,Near Normal,Moderately Dry,Near Normal,Moderately Dry,2016-07,0.362187901997608,0.0,2016-07-01
Cologne,50.9375,6.9603,2016-08-01,2016,8,August,Oceanic,37,142.52,27.2,42,0.6305332101736525,-0.5609227481243547,0.15184503366684182,-0.6203961503116234,Slightly Wet,Slightly Dry,Near Normal,Slightly Dry,2016-08,0.0,0.6305332101736525,2016-08-01
Cologne,50.9375,6.9603,2016-09-01,2016,9,September,Oceanic,37,163.36,25.4,33,0.8324590545812874,0.5290503181625879,0.27075287210012366,0.17774708590248348,Slightly Wet,Slightly Wet,Near Normal,Near Normal,2016-09,0.0,0.8324590545812874,2016-09-01
Cologne,50.9375,6.9603,2016-10-01,2016,10,October,Oceanic,37,36.32,1.2,98,-0.9505695991475699,0.24701950687066235,-0.8570162452027915,0.41362077246154866,Slightly Dry,Near Normal,Slightly Dry,Near Normal,2016-10,0.9505695991475699,0.0,2016-10-01
Cologne,50.9375,6.9603,2016-11-01,2016,11,November,Oceanic,37,74.19,1.0,48,-0.21356355174630207,-0.4937249154282786,-0.9518139180186258,-0.05979761710344553,Near Normal,Near Normal,Slightly Dry,Near Normal,2016-11,0.21356355174630207,0.0,2016-11-01
Cologne,50.9375,6.9603,2016-12-01,2016,12,December,Oceanic,37,180.39,5.7,31,0.9855349466534531,-0.2984269152029929,0.0801177101703736,-0.1473523053687382,Slightly Wet,Near Normal,Near Normal,Near Normal,2016-12,0.0,0.9855349466534531,2016-12-01
Cologne,50.9375,6.9603,2017-01-01,2017,1,January,Oceanic,37,161.34,9.4,41,0.813637529645289,0.9428553042635899,0.8221658892274112,0.6185713800379342,Slightly Wet,Slightly Wet,Slightly Wet,Slightly Wet,2017-01,0.0,0.813637529645289,2017-01-01
Cologne,50.9375,6.9603,2017-02-01,2017,2,February,Oceanic,37,196.97,11.3,35,1.1259864543532165,1.9412810144188408,1.2145373610271486,1.0239818651264732,Moderately Wet,Very Wet,Moderately Wet,Moderately Wet,2017-02,0.0,1.1259864543532165,2017-02-01
Cologne,50.9375,6.9603,2017-03-01,2017,3,March,Oceanic,37,150.85,22.2,37,0.7133849685768784,1.7157169254008198,1.1259542134562852,1.039306758324358,Slightly Wet,Very Wet,Moderately Wet,Moderately Wet,2017-03,0.0,0.7133849685768784,2017-03-01
Cologne,50.9375,6.9603,2017-04-01,2017,4,April,Oceanic,37,78.64,-2.7,80,-0.145559578760411,1.0355323833928674,1.422081214735618,0.4628532901249792,Near Normal,Moderately Wet,Moderately Wet,Near Normal,2017-04,0.145559578760411,0.0,2017-04-01
Cologne,50.9375,6.9603,2017-05-01,2017,5,May,Oceanic,37,118.13,-3.6,40,0.36825944157714147,0.30137596776546166,1.7194325749590218,0.6784047194777475,Near Normal,Near Normal,Very Wet,Slightly Wet,2017-05,0.0,0.36825944157714147,2017-05-01
Cologne,50.9375,6.9603,2017-06-01,2017,6,June,Oceanic,37,132.2,10.7,92,0.523427472758007,0.11188968902887103,1.3927885382194884,1.1268380978796635,Slightly Wet,Near Normal,Moderately Wet,Moderately Wet,2017-06,0.0,0.523427472758007,2017-06-01
Cologne,50.9375,6.9603,2017-07-01,2017,7,July,Oceanic,37,15.69,22.9,86,-1.6149564198030384,-0.5865207251890964,0.3236122294686566,0.8192366850812979,Severely Dry,Slightly Dry,Near Normal,Slightly Wet,2017-07,1.6149564198030384,0.0,2017-07-01
Cologne,50.9375,6.9603,2017-08-01,2017,8,August,Oceanic,37,108.9,2.7,41,0.2597828963531871,-0.6980384169658465,-0.3973590614949695,0.6057798448537207,Near Normal,Slightly Dry,Near Normal,Slightly Wet,2017-08,0.0,0.2597828963531871,2017-08-01
Cologne,50.9375,6.9603,2017-09-01,2017,9,September,Oceanic,37,141.86,20.7,31,0.6238365676417769,-0.5813899323023634,-0.4748218355197665,0.4675081758805348,Slightly Wet,Slightly Dry,Near Normal,Near Normal,2017-09,0.0,0.6238365676417769,2017-09-01
Cologne,50.9375,6.9603,2017-10-01,2017,10,October,Oceanic,37,33.46,5.4,37,-1.0247212194909243,-0.37408791974061023,-0.8765366518250199,0.4490085086401634,Moderately Dry,Near Normal,Slightly Dry,Near Normal,2017-10,1.0247212194909243,0.0,2017-10-01
Cologne,50.9375,6.9603,2017-11-01,2017,11,November,Oceanic,37,156.13,30.4,40,0.7643859996894007,0.13749210758409564,-0.5372554470029586,0.9693702585743456,Slightly Wet,Near Normal,Slightly Dry,Slightly Wet,2017-11,0.0,0.7643859996894007,2017-11-01
Cologne,50.9375,6.9603,2017-12-01,2017,12,December,Oceanic,37,116.75,30.8,82,0.3524030010210639,-0.12791431037289713,-0.6733621094990089,0.5669482345876642,Near Normal,Near Normal,Slightly Dry,Slightly Wet,2017-12,0.0,0.3524030010210639,2017-12-01
Cologne,50.9375,6.9603,2018-01-01,2018,1,January,Oceanic,37,190.44,6.9,39,1.0715968170589676,1.3483770937165627,0.7437909994568036,0.7524198540934238,Moderately Wet,Moderately Wet,Slightly Wet,Slightly Wet,2018-01,0.0,1.0715968170589676,2018-01-01
Cologne,50.9375,6.9603,2018-02-01,2018,2,February,Oceanic,37,8.48,4.2,37,-1.962387188794761,-0.027657675952890513,-0.03953767299622993,-0.49691766062677006,Severely Dry,Near Normal,Near Normal,Near Normal,2018-02,1.962387188794761,0.0,2018-02-01
Cologne,50.9375,6.9603,2018-03-01,2018,3,March,Oceanic,37,53.07,11.5,65,-0.5805314916186818,-0.7571130616656948,-0.8030097213059314,-1.195227164262817,Slightly Dry,Slightly Dry,Slightly Dry,Moderately Dry,2018-03,0.5805314916186818,0.0,2018-03-01
Cologne,50.9375,6.9603,2018-04-01,2018,4,April,Oceanic,37,120.31,4.6,43,0.39306291647718994,-1.7250213144815196,-0.05544250339831299,-0.8929497115213093,Near Normal,Severely Dry,Near Normal,Slightly Dry,2018-04,0.0,0.39306291647718994,2018-04-01
Cologne,50.9375,6.9603,2018-05-01,2018,5,May,Oceanic,37,59.31,21.9,83,-0.463160380835175,-1.0027145855362063,-0.8937278668109518,-1.321773740068531,Near Normal,Moderately Dry,Slightly Dry,Moderately Dry,2018-05,0.463160380835175,0.0,2018-05-01
Cologne,50.9375,6.9603,2018-06-01,2018,6,June,Oceanic,37,142.88,28.0,50,0.6341774853898435,0.04448475370822935,-0.6582657171591431,-1.2428179419997916,Slightly Wet,Near Normal,Slightly Dry,Moderately Dry,2018-06,0.0,0.6341774853898435,2018-06-01
Cologne,50.9375,6.9603,2018-07-01,2018,7,July,Oceanic,37,151.8,21.9,79,0.7226449564021041,0.3645458547821781,-1.0091518106690616,-0.2773230109638589,Slightly Wet,Near Normal,Moderately Dry,Near Normal,2018-07,0.0,0.7226449564021041,2018-07-01
Cologne,50.9375,6.9603,2018-08-01,2018,8,August,Oceanic,37,20.5,28.0,68,-1.4260755227933317,-0.03287330106572949,-0.8982151096132869,-0.8960324468006383,Moderately Dry,Near Normal,Slightly Dry,Slightly Dry,2018-08,1.4260755227933317,0.0,2018-08-01
Cologne,50.9375,6.9603,2018-09-01,2018,9,September,Oceanic,37,102.77,10.9,49,0.1843544729900001,-0.479698953486709,-0.45622511897034,-1.1794524765000083,Near Normal,Near Normal,Near Normal,Moderately Dry,2018-09,0.0,0.1843544729900001,2018-09-01
Cologne,50.9375,6.9603,2018-10-01,2018,10,October,Oceanic,37,101.78,1.3,36,0.17189651498154337,-1.1037973861044132,-0.6180083283651502,-0.6881526712566883,Near Normal,Moderately Dry,Slightly Dry,Slightly Dry,2018-10,0.0,0.17189651498154337,2018-10-01
Cologne,50.9375,6.9603,2018-11-01,2018,11,November,Oceanic,37,73.86,24.5,38,-0.21871441905282932,-0.44087671496485376,-0.49068627503106366,-1.2821595884625632,Near Normal,Near Normal,Near Normal,Moderately Dry,2018-11,0.21871441905282932,0.0,2018-11-01
Cologne,50.9375,6.9603,2018-12-01,2018,12,December,Oceanic,37,186.58,9.4,30,1.0388903427484997,0.4450558415260946,-0.12045888221562534,-0.7762120701318879,Moderately Wet,Near Normal,Near Normal,Slightly Dry,2018-12,0.0,1.0388903427484997,2018-12-01
Cologne,50.9375,6.9603,2019-01-01,2019,1,January,Oceanic,37,165.5,21.9,55,0.8522370866380404,1.030995357037042,-0.00790484829562472,-0.954602682640319,Slightly Wet,Moderately Wet,Near Normal,Slightly Dry,2019-01,0.0,0.8522370866380404,2019-01-01
Cologne,50.9375,6.9603,2019-02-01,2019,2,February,Oceanic,37,139.44,5.8,67,0.5991085103293772,1.5769872313769844,0.9088057163403094,-0.04420921264509987,Slightly Wet,Very Wet,Slightly Wet,Near Normal,2019-02,0.0,0.5991085103293772,2019-02-01
Cologne,50.9375,6.9603,2019-03-01,2019,3,March,Oceanic,37,142.87,-1.8,67,0.6340763356327038,1.2187835066434167,1.1966243610004035,0.5456272234888947,Slightly Wet,Moderately Wet,Moderately Wet,Slightly Wet,2019-03,0.0,0.6340763356327038,2019-03-01
Cologne,50.9375,6.9603,2019-04-01,2019,4,April,Oceanic,37,92.34,34.7,90,0.04886601483674106,0.5643913445886412,1.1297254905805052,0.3646646642127093,Near Normal,Slightly Wet,Moderately Wet,Near Normal,2019-04,0.0,0.04886601483674106,2019-04-01
Cologne,50.9375,6.9603,2019-05-01,2019,5,May,Oceanic,37,184.2,1.2,73,1.018510332854903,0.973710580748538,1.8817979971308518,1.1548484896492826,Moderately Wet,Slightly Wet,Very Wet,Moderately Wet,2019-05,0.0,1.018510332854903,2019-05-01
Cologne,50.9375,6.9603,2019-06-01,2019,6,June,Oceanic,37,138.92,34.5,73,0.5937588895966319,0.9387758173765791,1.564677974367583,1.130473375951755,Slightly Wet,Slightly Wet,Very Wet,Moderately Wet,2019-06,0.0,0.5937588895966319,2019-06-01
Cologne,50.9375,6.9603,2019-07-01,2019,7,July,Oceanic,37,145.8,34.1,91,0.66351992964389,1.3944763446124555,1.4302658569401372,1.0934603555569429,Slightly Wet,Moderately Wet,Moderately Wet,Moderately Wet,2019-07,0.0,0.66351992964389,2019-07-01
Cologne,50.9375,6.9603,2019-08-01,2019,8,August,Oceanic,37,172.34,26.8,35,0.9143792179986401,1.296415514399974,1.6536255343129986,2.0016570527194704,Slightly Wet,Moderately Wet,Very Wet,Extremely Wet,2019-08,0.0,0.9143792179986401,2019-08-01
Cologne,50.9375,6.9603,2019-09-01,2019,9,September,Oceanic,37,54.81,21.4,46,-0.5469034052674089,0.5482261317622994,1.0426398528374046,1.7209723466653168,Slightly Dry,Slightly Wet,Moderately Wet,Very Wet,2019-09,0.5469034052674089,0.0,2019-09-01
Cologne,50.9375,6.9603,2019-10-01,2019,10,October,Oceanic,37,161.41,18.1,80,0.8142922743136418,0.6948802682372582,1.5253825919566426,2.069142738505832,Slightly Wet,Slightly Wet,Very Wet,Extremely Wet,2019-10,0.0,0.8142922743136418,2019-10-01
Cologne,50.9375,6.9603,2019-11-01,2019,11,November,Oceanic,37,39.05,29.6,67,-0.8833465256882159,-0.7166634143172531,0.4775608028948572,1.8669098461203582,Slightly Dry,Slightly Dry,Near Normal,Very Wet,2019-11,0.8833465256882159,0.0,2019-11-01
Cologne,50.9375,6.9603,2019-12-01,2019,12,December,Oceanic,37,69.07,6.6,53,-0.29528601844028746,-0.5448023247385118,-0.07763134952375773,1.1624109293175344,Near Normal,Slightly Dry,Near Normal,Moderately Wet,2019-12,0.29528601844028746,0.0,2019-12-01
Cologne,50.9375,6.9603,2020-01-01,2020,1,January,Oceanic,37,67.12,13.7,80,-0.3274826891716424,-1.8290850750483898,-0.7537022523510855,0.5441489302116931,Near Normal,Severely Dry,Slightly Dry,Slightly Wet,2020-01,0.3274826891716424,0.0,2020-01-01
Cologne,50.9375,6.9603,2020-02-01,2020,2,February,Oceanic,37,195.71,19.8,39,1.1155812268276075,0.14212401461169555,-0.5466034524370247,0.9011471100327862,Moderately Wet,Near Normal,Slightly Dry,Slightly Wet,2020-02,0.0,1.1155812268276075,2020-02-01
Cologne,50.9375,6.9603,2020-03-01,2020,3,March,Oceanic,37,171.31,11.4,50,0.9051233632980299,1.1021248335225162,0.4107518036882604,1.0781329869091114,Slightly Wet,Moderately Wet,Near Normal,Moderately Wet,2020-03,0.0,0.9051233632980299,2020-03-01
Cologne,50.9375,6.9603,2020-04-01,2020,4,April,Oceanic,37,140.23,12.1,99,0.6072111818177902,1.7008464928556806,0.24502391001361462,1.3711933878948614,Slightly Wet,Very Wet,Near Normal,Moderately Wet,2020-04,0.0,0.6072111818177902,2020-04-01
Cologne,50.9375,6.9603,2020-05-01,2020,5,May,Oceanic,37,145.41,8.2,86,0.6596229718977844,1.2954983397619229,1.045801124213434,1.1342924822782332,Slightly Wet,Moderately Wet,Moderately Wet,Moderately Wet,2020-05,0.0,0.6596229718977844,2020-05-01
Cologne,50.9375,6.9603,2020-06-01,2020,6,June,Oceanic,37,112.41,17.6,68,0.30172051943495665,0.782152164041175,1.3516846144670993,0.9700557861159269,Near Normal,Slightly Wet,Moderately Wet,Slightly Wet,2020-06,0.0,0.30172051943495665,2020-06-01
Cologne,50.9375,6.9603,2020-07-01,2020,7,July,Oceanic,37,189.42,29.0,62,1.0629952266247698,1.2139657807319055,2.1623483801591408,1.239279388150031,Moderately Wet,Moderately Wet,Extremely Wet,Moderately Wet,2020-07,0.0,1.0629952266247698,2020-07-01
Cologne,50.9375,6.9603,2020-08-01,2020,8,August,Oceanic,37,99.25,3.1,88,0.13969139164256503,0.8097287113558199,1.5291227374459013,0.785174039625233,Near Normal,Slightly Wet,Very Wet,Slightly Wet,2020-08,0.0,0.13969139164256503,2020-08-01
Cologne,50.9375,6.9603,2020-09-01,2020,9,September,Oceanic,37,76.1,32.4,47,-0.18404913982835688,0.4697553800298036,0.8567515076026884,0.9189849695850424,Near Normal,Near Normal,Slightly Wet,Slightly Wet,2020-09,0.18404913982835688,0.0,2020-09-01
Cologne,50.9375,6.9603,2020-10-01,2020,10,October,Oceanic,37,32.61,22.6,85,-1.0475683126895636,-1.3387882561562852,0.026364872240172223,0.0886893018331114,Moderately Dry,Moderately Dry,Near Normal,Near Normal,2020-10,1.0475683126895636,0.0,2020-10-01
Cologne,50.9375,6.9603,2020-11-01,2020,11,November,Oceanic,37,157.24,27.9,86,0.7749664239350875,-0.5873565030345188,0.12188258724103551,0.8524613293589574,Slightly Wet,Slightly Dry,Near Normal,Slightly Wet,2020-11,0.0,0.7749664239350875,2020-11-01
Cologne,50.9375,6.9603,2020-12-01,2020,12,December,Oceanic,37,146.89,17.2,77,0.6743759148741502,0.1916804443611687,0.3940032808256821,1.3331694387637203,Slightly Wet,Near Normal,Near Normal,Moderately Wet,2020-12,0.0,0.6743759148741502,2020-12-01
Cologne,50.9375,6.9603,2021-01-01,2021,1,January,Oceanic,37,76.87,26.2,71,-0.1722912377015367,0.624349153429695,-0.5309716408393227,1.392253603749659,Near Normal,Slightly Wet,Slightly Dry,Moderately Wet,2021-01,0.1722912377015367,0.0,2021-01-01
Cologne,50.9375,6.9603,2021-02-01,2021,2,February,Oceanic,37,5.04,-4.4,56,-2.15486088287955,-1.0538923589634723,-1.4017644720116755,0.18863979595648697,Extremely Dry,Moderately Dry,Moderately Dry,Near Normal,2021-02,2.15486088287955,0.0,2021-02-01
Cologne,50.9375,6.9603,2021-03-01,2021,3,March,Oceanic,37,167.8,27.7,81,0.8733125878191191,-0.785442386995032,-0.5529001556937455,0.16545740641170192,Slightly Wet,Slightly Dry,Slightly Dry,Near Normal,2021-03,0.0,0.8733125878191191,2021-03-01
Cologne,50.9375,6.9603,2021-04-01,2021,4,April,Oceanic,37,2.28,-3.4,71,-2.2967433883633532,-1.8309966842993854,-0.8230236392107086,-0.7794799037848064,Extremely Dry,Severely Dry,Slightly Dry,Slightly Dry,2021-04,2.2967433883633532,0.0,2021-04-01
Cologne,50.9375,6.9603,2021-05-01,2021,5,May,Oceanic,37,140.74,30.6,61,0.6124263542104093,-0.07952244370011036,-0.9741772251921225,-0.8127028226086036,Slightly Wet,Near Normal,Slightly Dry,Slightly Dry,2021-05,0.0,0.6124263542104093,2021-05-01
Cologne,50.9375,6.9603,2021-06-01,2021,6,June,Oceanic,37,194.05,34.7,55,1.1018080701731439,0.19504198376714163,-0.5500135210027776,-0.24387455030585897,Moderately Wet,Near Normal,Slightly Dry,Near Normal,2021-06,0.0,1.1018080701731439,2021-06-01
Cologne,50.9375,6.9603,2021-07-01,2021,7,July,Oceanic,37,87.53,6.8,54,-0.0170567621063577,0.999310094361843,-0.4573482926731222,-0.957772446939475,Near Normal,Slightly Wet,Near Normal,Slightly Dry,2021-07,0.0170567621063577,0.0,2021-07-01
